작품id,작품id 링크,작품 제목,작가id,저자,ISNI,연도,링크,선정 이유 or 참고 자료,민족문화대백과사전 링크,민족문화대백과사전 id
Q12625116,https://www.wikidata.org/wiki/Q12625116,혈의 누,https://www.wikidata.org/wiki/Q624419,이인직,0000 0000 2565 6613,1907,https://ko.wikisource.org/wiki/혈의_누,한국 최초의 신소설,,
없음,https://encykorea.aks.ac.kr/Article/E0056142 ,철세계,https://www.wikidata.org/wiki/Q12613093,이해조,0000 0000 8418 5313,1908,https://ko.wikisource.org/wiki/철세계,"한국 최초의 번안소설이자, 최초의 SF 장르소설. ",https://encykorea.aks.ac.kr/Article/E0056142,E0056142
Q85984516,https://www.wikidata.org/wiki/Special:EntityPage/Q85984516,자유종,https://www.wikidata.org/wiki/Q12613093,이해조,0000 0000 8418 5313,1910,https://ko.wikisource.org/wiki/자유종,"토론 형식을 갖는 신소설로, 한일 합병 이전의 작품.",https://encykorea.aks.ac.kr/Article/E0048036,E0048036
Q85989161,https://www.wikidata.org/wiki/Q85989161,화의 혈,https://www.wikidata.org/wiki/Q12613093,이해조,0000 0000 8418 5313,1911,https://ko.wikisource.org/wiki/화의_혈,한일 합병 이후에 쓰인 이해조의 신소설.,https://encykorea.aks.ac.kr/Article/E0064844,E0064844
없음,없음 ,추월색,https://www.wikidata.org/wiki/Special:EntityPage/Q12619876,최찬식,0000 0000 8427 8165,1912,https://ko.wikisource.org/wiki/추월색,근대 소설의 가교 역할을 하는 대중성이 뛰어난 소설,https://encykorea.aks.ac.kr/Article/E0057888,E0057888
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/1장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/2장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/3장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/4장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/5장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/6장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/7장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/8장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/9장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/10장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/11장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/12장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/13장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/14장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/15장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/16장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/17장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/18장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/19장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/20장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/21장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/22장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/23장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/25장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/26장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/27장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/28장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/29장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/30장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/31장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/32장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q16262292,https://www.wikidata.org/wiki/Special:EntityPage/Q16262292,장한몽,https://www.wikidata.org/wiki/Special:EntityPage/Q12617070,조중환,0000 0004 7762 8154,1913,https://ko.wikisource.org/wiki/장한몽/33장,1910년대의 번안소설 및 그 주변의 창작은 1910년 이후 1917년 무정이 등장하기까지의 문학사를 해명하는 데 있어 중요한 단서임. 특히 조중환의 번안소설들은 신소설의 한계를 극복할 수 있었던 작품으로 지목되고 있음.,https://encykorea.aks.ac.kr/Article/E0048879,E0048879
Q12595612,https://www.wikidata.org/wiki/Q12595612,무정,https://www.wikidata.org/wiki/Q495454,이광수,0000 0001 1059 4496,1917,https://ko.wikisource.org/wiki/무정/1장~20장,한국 최초의 근대 장편 소설,https://encykorea.aks.ac.kr/Article/E0019237,E0019237
Q12595612,https://www.wikidata.org/wiki/Q12595612,무정,https://www.wikidata.org/wiki/Q495454,이광수,0000 0001 1059 4496,1917,https://ko.wikisource.org/wiki/무정/21장~40장,한국 최초의 근대 장편 소설,https://encykorea.aks.ac.kr/Article/E0019237,E0019237
Q12595612,https://www.wikidata.org/wiki/Q12595612,무정,https://www.wikidata.org/wiki/Q495454,이광수,0000 0001 1059 4496,1917,https://ko.wikisource.org/wiki/무정/41장~60장,한국 최초의 근대 장편 소설,https://encykorea.aks.ac.kr/Article/E0019237,E0019237
Q12595612,https://www.wikidata.org/wiki/Q12595612,무정,https://www.wikidata.org/wiki/Q495454,이광수,0000 0001 1059 4496,1917,https://ko.wikisource.org/wiki/무정/61장~80장,한국 최초의 근대 장편 소설,https://encykorea.aks.ac.kr/Article/E0019237,E0019237
Q12595612,https://www.wikidata.org/wiki/Q12595612,무정,https://www.wikidata.org/wiki/Q495454,이광수,0000 0001 1059 4496,1917,https://ko.wikisource.org/wiki/무정/81장~100장,한국 최초의 근대 장편 소설,https://encykorea.aks.ac.kr/Article/E0019237,E0019237
Q12595612,https://www.wikidata.org/wiki/Q12595612,무정,https://www.wikidata.org/wiki/Q495454,이광수,0000 0001 1059 4496,1917,https://ko.wikisource.org/wiki/무정/101장~120장,한국 최초의 근대 장편 소설,https://encykorea.aks.ac.kr/Article/E0019237,E0019237
Q12595612,https://www.wikidata.org/wiki/Q12595612,무정,https://www.wikidata.org/wiki/Q495454,이광수,0000 0001 1059 4496,1917,https://ko.wikisource.org/wiki/무정/121장~126장,한국 최초의 근대 장편 소설,https://encykorea.aks.ac.kr/Article/E0019237,E0019237
없음,없음,의심의 소녀,https://www.wikidata.org/wiki/Special:EntityPage/Q494507,김명순,0000 0000 5096 4466,1917,https://ko.wikisource.org/wiki/의심의_소녀,한국 최초의 여성 근대 소설가의 등단 작품,,
없음,없음,경희,https://www.wikidata.org/wiki/Q466477,나혜석,0000 0000 2352 748X,1918,https://ko.wikisource.org/wiki/경희,"결혼 전, 식민지 지식인 신여성에 대해 다룬 나혜석의 대표 작품.",,
없음,없음,회생한 손녀에게,https://www.wikidata.org/wiki/Q466477,나혜석,0000 0000 2352 748X,1918,https://ko.wikisource.org/wiki/회생한_손녀에게,여성으로서 1910년대를 증언한(권보드래) 작품. ,,
없음,없음,규원,https://www.wikidata.org/wiki/Q466477,나혜석,0000 0000 2352 748X,1918,https://ko.wikisource.org/wiki/규원,결혼 후 계몽주의적인 내용으로부터 멀어지고 '규방의 원한'을 다룬 작품. ,,
Q16172345,https://www.wikidata.org/wiki/Special:EntityPage/Q16172345,약한 자의 슬픔,https://www.wikidata.org/wiki/Q625815,김동인,0000 0001 0915 8152,1919,https://ko.wikisource.org/wiki/약한_자의_슬픔,김동인의 첫 번째 발표 소설.,https://encykorea.aks.ac.kr/Article/E0035383,E0035383
Q97339021,https://www.wikidata.org/wiki/Special:EntityPage/Q97339021,술 권하는 사회,https://www.wikidata.org/wiki/Q5962515,현진건,0000 0001 0863 1411,1921,https://ko.wikisource.org/wiki/술_권하는_사회,현진건의 자기 응시가 드러나는 초기작.,https://encykorea.aks.ac.kr/Article/E0032025,E0032025
Q12599525,https://www.wikidata.org/wiki/Special:EntityPage/Q125995255,빈처,https://www.wikidata.org/wiki/Q5962515,현진건,0000 0001 0863 1411,1921,https://ko.wikisource.org/wiki/빈처,현진건의 자기 응시가 드러나는 초기작.,https://encykorea.aks.ac.kr/Article/E0025288,E0025288
없음,없음,태형,https://www.wikidata.org/wiki/Q625815,김동인,0000 0001 0915 8152,1922,https://ko.wikisource.org/wiki/태형,3.1운동에 대한 별다른 회고를 남기지 않은 김동인이 남긴 몇 안 되는 3.1운동에 대한 소설.,,
없음,없음,타락자,https://www.wikidata.org/wiki/Q5962515,현진건,0000 0001 0863 1411,1922,https://ko.wikisource.org/wiki/타락자,현진건의 자기 응시가 드러나는 초기작.,https://encykorea.aks.ac.kr/Article/E0058692,E0058692
Q12609038,https://www.wikidata.org/wiki/Special:EntityPage/Q12609038,운수 좋은 날,https://www.wikidata.org/wiki/Q5962515,현진건,0000 0001 0863 1411,1924,https://ko.wikisource.org/wiki/운수_좋은_날,현진건의 자연주의적 민중 응시가 드러나는 대표작.,https://encykorea.aks.ac.kr/Article/E0040334,E0040334
Q16176689,https://www.wikidata.org/wiki/Q16176689,감자,https://www.wikidata.org/wiki/Q625815,김동인,0000 0001 0915 8152,1925,https://ko.wikisource.org/wiki/감자,1920년대 김동인의 자연주의 소설 중 하나.,https://encykorea.aks.ac.kr/Article/E0000816,E0000816
Q16165501,https://www.wikidata.org/wiki/Special:EntityPage/Q16165501,B사감과 러브레터,https://www.wikidata.org/wiki/Q5962515,현진건,0000 0001 0863 1411,1925,https://ko.wikisource.org/wiki/B사감과_러브레터,식민지 시기 여성 교육의 억압을 풍자적으로 묘사한 작품. ,,
Q12620914,https://www.wikidata.org/wiki/Special:EntityPage/Q12620914,탈출기,https://www.wikidata.org/wiki/Q624447,최서해,0000 0001 0915 8160,1925,https://ko.wikisource.org/wiki/탈출기,프롤레타리아 문학에 영향을 준 것으로 평가받는 1920년대 신경향파의 대표 소설가. 아나키즘 문학으로 평가받기도 한다.,https://encykorea.aks.ac.kr/Article/E0058808,E0058808
없음,없음,만년 셔츠,https://www.wikidata.org/wiki/Q626667,방정환,0000 0000 8197 1482,1927,https://ko.wikisource.org/wiki/만년_셔츠,소년 운동과 어린이 해방에 주력한 아동 문학가. 단편 소설만 몇 편 골랐다.,,
없음,없음,동무를 위하여,https://www.wikidata.org/wiki/Q626667,방정환,0000 0000 8197 1482,1927,https://ko.wikisource.org/wiki/동무를_위하여,소년 운동과 어린이 해방에 주력한 아동 문학가. 단편 소설만 몇 편 골랐다.,,
,,나의 어머니,,백신애,0000 0000 8226 8270,1929,https://ko.wikisource.org/wiki/나의_어머니,식민지 시기 사회주의자 여성 근대 소설가의 등단 작품.,,
없음,없음,금시계,https://www.wikidata.org/wiki/Q626667,방정환,0000 0000 8197 1482,1929,https://ko.wikisource.org/wiki/금시계,소년 운동과 어린이 해방에 주력한 아동 문학가. 단편 소설만 몇 편 골랐다.,,
없음,없음,어머니와 딸(장편),https://www.wikidata.org/wiki/Special:EntityPage/Q47305,강경애,0000 0000 8396 8420,1931,https://ko.wikisource.org/wiki/어머니와_딸_(강경애),"구여성을 당대 모순의 핵심으로서 주동인물이면서 변혁의 주체이고, 각성의 주체, 근대화 기획의 중심 주체로 형상화한 소설.",,
Q12626164,https://www.wikidata.org/wiki/Special:EntityPage/Q12626164,흙,https://www.wikidata.org/wiki/Q495454,이광수,0000 0001 1059 4496,1932,https://ko.wikisource.org/wiki/흙/제1장,<민족개조론>에서 드러나는 계몽적 사유를 소설로 형상화한 작품,https://encykorea.aks.ac.kr/Article/E0065935,
Q12626164,https://www.wikidata.org/wiki/Special:EntityPage/Q12626164,흙,https://www.wikidata.org/wiki/Q495454,이광수,0000 0001 1059 4496,1932,https://ko.wikisource.org/wiki/흙/제2장,<민족개조론>에서 드러나는 계몽적 사유를 소설로 형상화한 작품,https://encykorea.aks.ac.kr/Article/E0065935,
Q12626164,https://www.wikidata.org/wiki/Special:EntityPage/Q12626164,흙,https://www.wikidata.org/wiki/Q495454,이광수,0000 0001 1059 4496,1932,https://ko.wikisource.org/wiki/흙/제3장,<민족개조론>에서 드러나는 계몽적 사유를 소설로 형상화한 작품,https://encykorea.aks.ac.kr/Article/E0065935,
Q12626164,https://www.wikidata.org/wiki/Special:EntityPage/Q12626164,흙,https://www.wikidata.org/wiki/Q495454,이광수,0000 0001 1059 4496,1932,https://ko.wikisource.org/wiki/흙/제4장,<민족개조론>에서 드러나는 계몽적 사유를 소설로 형상화한 작품,https://encykorea.aks.ac.kr/Article/E0065935,
Q12626164,https://www.wikidata.org/wiki/Special:EntityPage/Q12626164,흙,https://www.wikidata.org/wiki/Q495454,이광수,0000 0001 1059 4496,1932,https://ko.wikisource.org/wiki/흙/제5장,<민족개조론>에서 드러나는 계몽적 사유를 소설로 형상화한 작품,https://encykorea.aks.ac.kr/Article/E0065935,
Q12609070,https://www.wikidata.org/wiki/Special:EntityPage/Q126090700,운현궁의 봄(장편),https://www.wikidata.org/wiki/Q625815,김동인,0000 0001 0915 8152,1933,https://ko.wikisource.org/wiki/운현궁의_봄/제1장,김동인의 대표적인 역사 소설.,,
Q12609070,https://www.wikidata.org/wiki/Special:EntityPage/Q126090700,운현궁의 봄(장편),https://www.wikidata.org/wiki/Q625815,김동인,0000 0001 0915 8152,1933,https://ko.wikisource.org/wiki/운현궁의_봄/제2장,김동인의 대표적인 역사 소설.,,
Q12609070,https://www.wikidata.org/wiki/Special:EntityPage/Q126090700,운현궁의 봄(장편),https://www.wikidata.org/wiki/Q625815,김동인,0000 0001 0915 8152,1933,https://ko.wikisource.org/wiki/운현궁의_봄/제3장,김동인의 대표적인 역사 소설.,,
Q12609070,https://www.wikidata.org/wiki/Special:EntityPage/Q126090700,운현궁의 봄(장편),https://www.wikidata.org/wiki/Q625815,김동인,0000 0001 0915 8152,1933,https://ko.wikisource.org/wiki/운현궁의_봄/제4장,김동인의 대표적인 역사 소설.,,
